Sample	Nb_read	Total_read	relative_abundance	Sample_bis
I15S01C010OA000S023	47423	97409845	0.0486839908224882	I15S01C010OA000S
I15S01C010OA000S320	40713	104733875	0.0388728097762066	I15S01C010OA000S
I15S02C000OA000S023	65953	109527190	0.0602160979387858	I15S02C000OA000S
I15S02C000OA000S320	37026	91066599	0.0406581561259359	I15S02C000OA000S
I15S02C001OA000S023	52486	107139633	0.0489884074924916	I15S02C001OA000S
I15S02C001OA000S320	36631	104267098	0.0351318879134816	I15S02C001OA000S
I15S02C010OA000S023	65643	125539350	0.0522887843532725	I15S02C010OA000S
I15S02C010OA000S320	56687	156225635	0.0362853381904961	I15S02C010OA000S
I15S03C000OA000S023	61752	109650080	0.0563173323722153	I15S03C000OA000S
I15S03C000OA000S320	49043	122325739	0.0400921346569588	I15S03C000OA000S
I15S03C001OA000S023	46970	107985526	0.0434965700866244	I15S03C001OA000S
I15S03C001OA000S320	38384	83442700	0.0460004290369319	I15S03C001OA000S
I15S03C010OA000S023	61016	142229375	0.0428997174458511	I15S03C010OA000S
I15S03C010OA000S320	30587	92385749	0.0331079201403671	I15S03C010OA000S
I16S01C000OA000S023	1489853	129615709	1.14943860701329	I16S01C000OA000S
I16S01C000OA000S320	566647	135467182	0.418290977662767	I16S01C000OA000S
I16S01C001OA000S023	707547	107689386	0.657025753680126	I16S01C001OA000S
I16S01C001OA000S320	193820	149559820	0.129593630160828	I16S01C001OA000S
I16S01C010OA000S023	557668	112514217	0.495642252925246	I16S01C010OA000S
I16S01C010OA000S320	1189980	133766440	0.889595327497689	I16S01C010OA000S
I17S01C000OA000S023	917170	134925820	0.679758700002713	I17S01C000OA000S
I17S01C000OA000S320	1167544	155630028	0.750204838361913	I17S01C000OA000S
I17S01C001OA000S023	1384229	152206302	0.909442632671018	I17S01C001OA000S
I17S01C001OA000S320	480294	152102888	0.31576915225962	I17S01C001OA000S
I17S01C010OA000S023	1513600	147893915	1.02343629215577	I17S01C010OA000S
I17S01C010OA000S320	347999	134060541	0.259583466845774	I17S01C010OA000S
I18S01C000OA000S023	679891	155654131	0.436795988408428	I18S01C000OA000S
I18S01C000OA000S320	1109954	119108016	0.931888580865959	I18S01C000OA000S
I18S01C001OA000S023	666434	120040356	0.555174961327172	I18S01C001OA000S
I18S01C010OA000S023	371429	121275842	0.306267921025854	I18S01C010OA000S
I18S01C010OA000S320	606206	148185904	0.409084793922099	I18S01C010OA000S
I19S01C000OA000S023	330134	174331109	0.18937182347644	I19S01C000OA000S
I19S01C000OA000S320	564657	150885906	0.374227795669663	I19S01C000OA000S
I19S01C001OA000S023	143907	124538607	0.115552119512626	I19S01C001OA000S
I19S01C001OA000S320	112051	117003867	0.0957669202505931	I19S01C001OA000S
I19S01C010OA000S023	138475	147351295	0.093976099768923	I19S01C010OA000S
I19S01C010OA000S320	69017	123047290	0.056089817175169	I19S01C010OA000S
I20S01C000OA000S023	271535	133584519	0.203268314347114	I20S01C000OA000S
I20S01C000OA000S320	318620	112519635	0.283168355460805	I20S01C000OA000S
I20S01C001OA000S023	70432	119780579	0.0588008511797226	I20S01C001OA000S
I20S01C001OA000S320	84631	128980390	0.0656154009148212	I20S01C001OA000S
I20S01C010OA000S023	69986	96530728	0.0725012661253316	I20S01C010OA000S
I20S01C010OA000S320	134346	154746064	0.0868170708367742	I20S01C010OA000S
I21S01C000OA000S023	133200	133355555	0.0998833531906489	I21S01C000OA000S
I21S01C001OA000S023	135684	124213445	0.109234551863528	I21S01C001OA000S
I21S01C001OA000S320	132260	132866182	0.0995437650191529	I21S01C001OA000S
I21S01C010OA000S023	63416	120996342	0.0524115018287082	I21S01C010OA000S
I21S01C010OA000S320	122582	132698574	0.0923762752718051	I21S01C010OA000S
I22S01C000OA000S023	373159	148620085	0.25108248323233	I22S01C000OA000S
I22S01C000OA000S320	1878434	291350579	0.644733230476951	I22S01C000OA000S
I22S01C001OA000S023	804414	158519423	0.507454534451592	I22S01C001OA000S
I22S01C001OA000S320	325109	111780040	0.290847095778459	I22S01C001OA000S
I22S01C010OA000S023	230063	129515949	0.177632949282563	I22S01C010OA000S
I22S01C010OA000S320	383934	99690736	0.385125053144356	I22S01C010OA000S
I23S01C000OA000S023	207365	143710905	0.144293155762953	I23S01C000OA000S
I23S01C000OA000S320	232767	132424365	0.17577354439268	I23S01C000OA000S
I23S01C001OA000S023	103349	133705054	0.0772962553831361	I23S01C001OA000S
I23S01C001OA000S320	89896	103080831	0.087209230977193	I23S01C001OA000S
I23S01C010OA000S023	136108	133374950	0.102049147909709	I23S01C010OA000S
I23S01C010OA000S320	138122	132564729	0.104192118855386	I23S01C010OA000S
I24S01C000OA000S023	52725	121503071	0.043393964914681	I24S01C000OA000S
I24S01C000OA000S320	107893	177927084	0.0606388850839594	I24S01C000OA000S
I24S01C001OA000S023	48057	144636985	0.0332259414837775	I24S01C001OA000S
I24S01C001OA000S320	105232	192090045	0.0547826411306218	I24S01C001OA000S
I24S01C010OA000S023	67041	129638174	0.0517139341996594	I24S01C010OA000S
I24S01C010OA000S320	88985	139995451	0.0635627796220321	I24S01C010OA000S
I25S01C000OA000S023	1279832	196994547	0.649678896949366	I25S01C000OA000S
I25S01C001OA000S023	495473	111831501	0.443053160844188	I25S01C001OA000S
I25S01C001OA000S320	287810	99660982	0.288789046850853	I25S01C001OA000S
I25S01C010OA000S023	215876	111646168	0.193357285670566	I25S01C010OA000S
I25S01C010OA000S320	440760	144241442	0.305570988398743	I25S01C010OA000S
I26S01C000OA000S023	158893	139553445	0.113858170968119	I26S01C000OA000S
I26S01C000OA000S320	304026	152791206	0.19898134713329	I26S01C000OA000S
I26S01C001OA000S023	144372	146095882	0.0988200338186123	I26S01C001OA000S
I26S01C001OA000S320	90414	132845364	0.0680595824179457	I26S01C001OA000S
I26S01C010OA000S023	161156	140183704	0.114960580582177	I26S01C010OA000S
I26S01C010OA000S320	133652	145723842	0.0917159458367835	I26S01C010OA000S
I27S01C000OA000S023	67633	141922232	0.0476549720554	I27S01C000OA000S
I27S01C000OA000S320	176094	134984785	0.130454702728163	I27S01C000OA000S
I28S01C000OA000S023	872308	145172239	0.600877968135492	I28S01C000OA000S
I28S01C000OA000S320	785636	132822402	0.591493594582034	I28S01C000OA000S
I28S01C001OA000S023	615244	126442714	0.486579242517683	I28S01C001OA000S
I28S01C001OA000S320	657017	128492736	0.511326181115795	I28S01C001OA000S
I28S01C010OA000S023	408110	119713002	0.340906996885769	I28S01C010OA000S
I28S01C010OA000S320	320339	108443507	0.295397123222878	I28S01C010OA000S
I29S01C000OA000S023	36709	109490795	0.0335270193261452	I29S01C000OA000S
I29S01C000OA000S320	55944	147898984	0.037825817654028	I29S01C000OA000S
I29S01C001OA000S023	36018	118803016	0.0303174121438129	I29S01C001OA000S
I29S01C001OA000S320	75245	143695489	0.0523642046967807	I29S01C001OA000S
I29S01C010OA000S023	33161	126437640	0.0262271583050743	I29S01C010OA000S
I30S01C000OA000S023	74320	154740684	0.0480287394878001	I30S01C000OA000S
I30S01C000OA000S320	98590	141316047	0.069765608430867	I30S01C000OA000S
I30S01C001OA000S023	80499	128202327	0.0627905919367595	I30S01C001OA000S
I30S01C001OA000S320	184702	121463808	0.152063403116754	I30S01C001OA000S
I30S01C010OA000S023	71599	159436098	0.0449076469495635	I30S01C010OA000S
I30S01C010OA000S320	140428	111648694	0.125776661570264	I30S01C010OA000S
I31S01C000OA000S023	144580	122825404	0.117711804961781	I31S01C000OA000S
I31S01C000OA000S320	415605	162389567	0.255930850533027	I31S01C000OA000S
I31S01C001OA000S023	88169	115426971	0.0763850937403529	I31S01C001OA000S
I31S01C001OA000S320	95299	118670329	0.0803056676450269	I31S01C001OA000S
I31S01C010OA000S023	109837	155143934	0.0707968382444137	I31S01C010OA000S
I31S01C010OA000S320	188380	120884370	0.155834869305271	I31S01C010OA000S
I32S01C000OA000S023	92439	122502981	0.0754585719020176	I32S01C000OA000S
I32S01C000OA000S320	149693	120195740	0.124541019507014	I32S01C000OA000S
I32S01C001OA000S023	87977	148573208	0.0592145792530777	I32S01C001OA000S
I32S01C001OA000S320	110289	105155740	0.104881578504416	I32S01C001OA000S
I32S01C010OA000S023	129363	162067651	0.0798203708153949	I32S01C010OA000S
I32S01C010OA000S320	103346	91826781	0.112544509210227	I32S01C010OA000S
